00024073-r	not	-2.87125748502994	[0, 0, 0, 0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0.0, 0, 0.0, -63.0, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0.0, -26.0, -33.0, -31.0, -30.0, -32.0, -32.0, -31.0, -30.0, -28.0, 0, 0, -51.0, -33.0, -30.0, 0, -29.0, 0, -34.0, 0.0, 0, 0, -39.0, 0, 0, -32.0, 0, -32.0, 0, 0, -29.0, -30.0, 0.0, 0, 0.0, 0, 0, -58.0, -89.0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, -25.0, 0, 0, 0, 0, 0, 0, 0, -25.0, 0, 0, -28.0, -29.0, 0, 0, 0, 0, 0, 0, 0, 0, -30.0, 0]
00024073-r	n't	-3.0701754385964914	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, -33.0, -27.0, -30.0, 0, -29.0, 0, 0, -30.0, 0, 0, 0, -26.0, 0]
00024257-r	nothing	-17.25	[0, 0.0, -69.0, 0]
00024417-a	accustomed	0.0	[0]
00024509-r	any	0.0	[0, 0, 0]
00024587-r	no	0.0	[0, 0, 0]
00024619-a	used to	0.0	[0, 0, 0.0, 0]
00024720-n	state	0.0	[0, 0, 0, 0, 0, 0]
00024893-r	either	0.0	[0.0]
00025290-r	anywhere	0.0	[0, 0, 0, 0]
00025464-r	nowhere	0.0	[0, 0]
00025559-r	somewhere	0.0	[0, 0, 0]
00026137-r	in some way	0.0	[0, 0, 0]
00026192-n	feeling	0.0	[0, 0.0, 0, 0, 0, 0, 0]
00026571-r	in any case	0.0	[0, 0, 0, 0, 0, 0]
00027093-r	as it is	0.0	[0]
00027258-r	anyhow	0.0	[0]
00027258-r	in any way	0.0	[0]
00027384-r	yet	0.0	[0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0]
00027384-r	still	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
00027384-r	in spite of	0.0	[0, 0]
00027384-r	but	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00027384-r	however	-1.3076923076923077	[0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, -34.0]
00027384-r	even so	0.0	[0]
00027384-r	for all	0.0	[0]
00027795-r	yet	-7.25	[0, 0, 0, -29.0]
00027918-r	so far	0.0	[0, 0, 0, 0]
00028319-r	only	0.0	[0, 0]
00028424-r	however	0.0	[0, 0.0]
00028578-r	however	0.0	[0, 0]
00028797-r	however	0.0	[0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0]
00029378-n	event	0.0	[0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0]
00029985-r	further	0.0	[0, 0, 0, 0, 0]
00029985-r	farther	0.0	[0]
00030443-r	further	0.0	[0]
00030463-v	break	-34.0	[-34.0]
00031304-r	still	0.0	[0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0]
00031798-r	already	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00031820-v	laugh	30.285714285714285	[0, 34.0, 34.0, 34.0, 34.0, 34.0, 42.0]
00031899-r	very	1.009009009009009	[0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0, 0, -13.0, 0, 0, 0, 0, 0, 0, 0, 0, 23.0, 0, 39.0, 42.0, 21.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00031899-r	really	0.0	[0, 0, 0.0, 0, 0, 0, 0]
00031974-a	active	0.0	[0]
00032299-r	mighty	0.0	[0, 0.0]
00032613-n	possession	0.0	[0]
00032803-r	much	0.0	[0]
00033203-v	glare	0.0	[0.0, 0.0, 0.0, 0.0]
00033308-r	just now	2.0	[0, 4.0]
00033406-v	stare	0.0	[0, 0, 0, 0, 0, 0, 0]
00033599-v	look	0.0	[0, 0, 0]
00033663-r	a little	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
00033663-r	a bit	0.0	[0]
00033663-r	a trifle	0.0	[0]
00033922-r	soon	0.0	[0.0, 0.0, 0.0, 0, 0.0, 0]
00033955-v	shrug	-2.5	[0, 0, 0.0, 0, -15.0, 0]
00034189-r	shortly	0.0	[0, 0, 0]
00035385-r	seldom	0.0	[0, 0, 0, 0.0]
00035718-r	somewhat	0.0	[0, 0]
00035718-r	pretty	0.0	[0, 0, 0, 0, 0]
00035718-r	fairly	4.0	[0, 0, 0.0, 0.0, 20.0]
00036163-a	going	0.0	[0]
00036879-a	dead	0.0	[0.0]
00037226-r	really	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00037396-n	action	0.0	[0, 0, 0, 0]
00037470-r	indeed	0.0	[0, 0, 0.0]
00037641-r	indeed	2.727272727272727	[0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 60.0]
00038013-r	in truth	0.0	[0.0, 0.0, 0.0, 0.0]
00038262-n	course	0.0	[0, 0]
00038625-r	of course	3.9047619047619047	[0.0, 0, 0.0, 0, 0, 0, 0, 0, 0, 48.0, 0, 0, 0, 0, 0, 0, 0, 34.0, 0, 0, 0]
00039058-r	clearly	22.5	[0, 45.0]
00039318-r	evidently	0.0	[0, 0, 0, 0, 0, 0.0, 0, 0.0]
00040365-r	once more	0.0	[0, 0, 0, 0.0, 0, 0, 0, 0, 0]
00040365-r	again	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00040365-r	once again	0.0	[0.0, 0, 0]
00041570-r	in the way	-11.333333333333334	[0, 0, -34.0]
00042254-r	fortunately	34.0	[34.0, 34.0]
00042757-n	going	0.0	[0]
00043003-r	therefore	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00043003-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00043195-n	discovery	0.0	[0.0, 0.0]
00043794-r	from	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00045897-r	beyond	0.0	[0, 0]
00046299-r	exceedingly	0.0	[0, 0.0, 0, 0, 0, 0, 0.0, 0, 0]
00047392-r	too	-0.9375	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15.0, 0, 0, 0]
00047534-r	also	0.0	[0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00047534-r	too	0.0	[0, 0, 0, 0, 0, 0]
00047534-r	as well	0.0	[0, 0, 0, 0, 0]
00047903-r	finally	0.0	[0, 0, 0, 0]
00047903-r	at last	2.482142857142857	[0.0, 0, 0.0, 0, 0.0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0, 0, 10.0, 0, 59.5, 0]
00048138-r	finally	0.0	[0]
00048475-r	now	0.0	[0]
00048739-r	instantly	0.0	[0.0, 0.0, 0.0, 0.0, 0.0]
00048739-r	at once	6.357142857142857	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 20.0, 20.0, 13.5, 20.0, 0.0, 0.0, 20.0, 0, 0.0, 20.0]
00048739-r	now	0.0	[0, 0]
00048739-r	right away	0.0	[0.0]
00048739-r	immediately	4.0	[0.0, 0.0, 0.0, 0.0, 20.0]
00048828-n	coming	0.0	[0.0]
00048858-a	extra	0.0	[0]
00049102-r	now	0.0	[0, 0, 0, 0]
00049220-r	now	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00049433-r	now	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00049758-r	now	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00049947-r	sharply	-34.0	[-34.0]
00050186-r	steadily	0.0	[0.0]
00050641-a	addressed	0.0	[0, 0]
00050652-v	put on	0.0	[0, 0, 0, 0, 0, 0]
00050681-r	no more	0.0	[0, 0]
00052012-a	deficient	-34.0	[-34.0]
00052762-r	bitterly	-64.0	[-64.0]
00053004-r	all right	0.0	[0, 0]
00053274-r	swiftly	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
00053394-r	openly	0.0	[0]
00054212-r	next	0.0	[0, 0, 0]
00054327-r	for the moment	0.0	[0]
00056729-r	at all	0.6666666666666666	[0, 0, 0, 4.0, 0, 0]
00057257-r	thoroughly	17.0	[0.0, 34.0]
00058128-r	straight	0.0	[0, 0]
00059086-r	much	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
00059171-r	very much	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0]
00059171-r	much	0.0	[0, 0, 0]
00059171-r	a great deal	0.0	[0.0, 0, 0.0]
00059989-n	break	0.0	[0]
00060939-r	before	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00061203-r	afterwards	0.0	[0, 0, 0, 0, 0, 0]
00061203-r	after	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00061528-r	suddenly	0.0	[0, 0, 0]
00061677-r	suddenly	-2.6153846153846154	[0, 0.0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, -34.0]
00063172-r	instead	0.0	[0, 0, 0, 0]
00064643-v	hurt	-34.0	[-34.0]
00065294-r	twice	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00065748-r	last	0.0	[0]
00066781-r	in front	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00066781-r	before	0.0	[0, 0, 0, 0]
00067379-a	best	53.125	[34.0, 64.0, 64.0, 50.5]
00067638-a	well	24.5	[34.0, 0, 0, 64.0]
00068368-r	along	0.0	[0, 0, 0, 0, 0]
00068577-r	along	0.0	[0]
00069164-r	along	0.0	[0, 0, 0, 0]
00070166-r	softly	0.0	[0.0]
00071242-a	struck	0.0	[0]
00071840-r	round	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0]
00071840-r	about	0.0	[0, 0]
00073033-r	almost	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
00073033-r	nearly	0.0	[0, 0.0, 0, 0, 0]
00074095-r	ago	0.0	[0, 0, 0]
00075161-r	back	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00078760-v	care for	34.0	[34.0, 34.0]
00079499-r	tonight	0.0	[0]
00079499-r	to-night	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00079786-a	horror-struck	-95.0	[-95.0]
00080039-r	beneath	0.0	[0, 0, 0]
00082081-v	help	34.0	[34.0]
00082308-r	yonder	0.0	[0, 0, 0, 0, 0]
00084223-r	especially	0.0	[0, 0, 0.0, 0, 0, 0]
00085811-r	rapidly	3.91875	[0.0, 0.0, 0.0, 0.0, 0.0, 31.35, 0.0, 0.0]
00086000-r	fast	0.0	[0]
00090897-r	intently	0.0	[0.0, 0.0, 0.0, 0.0]
00091647-v	cripple	-34.0	[-34.0]
00094545-r	upstairs	0.0	[0, 0, 0, 0]
00095320-r	down	0.0	[0, 0, 0, 0, 0, 0, 0]
00095612-r	down	0.0	[0, 0, 0, 0, 0, 0]
00096333-r	up	0.0	[0.0, 0, 0, 0, 0, 0, 0]
00096921-r	up	0.0	[0]
00097022-a	deathly	-64.0	[-64.0]
00097674-a	late	0.0	[0, 0, 0]
00098605-r	homewards	0.0	[0.0]
00098714-r	rather	0.0	[0, 0, 0, 0, 0, 0.0]
00098959-r	so far	0.0	[0, 0, 0, 0, 0.0, 0]
00099341-r	more	0.0	[0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00099712-r	more	0.0	[0, 0, 0, 0, 0, 0, 0]
00100002-r	little	0.0	[0.0, 0, 0.0]
00101051-r	far	0.0	[0, 0, 0, 0, 0]
00101323-r	far	0.0	[0.0, 0, 0, 0, 0, 0, 0, 0, 0.0]
00101490-r	far	0.0	[0, 0, 0, 0, 0, 0, 0]
00103194-r	at first	0.0	[0.0, 0, 0]
00103317-v	flush	-8.5	[0, 0, -34.0, 0]
00103554-r	for the first time	0.0	[0, 0, 0.0]
00103875-v	bronze	0.0	[0]
00104539-n	throw	0.0	[0]
00104661-r	at least	0.0	[0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]
00105603-r	quickly	0.0	[0.0, 0.0]
00105603-r	quick	0.0	[0, 0, 0]
00105746-a	ample	0.0	[0.0]
00106020-a	good	13.058333333333332	[0.0, 26.116666666666664]
00106921-r	usually	0.0	[0, 0]
00107416-r	of late	0.0	[0, 0, 0]
00108479-r	here	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00108773-r	here	0.0	[0, 0, 0, 0, 0, 0]
00109021-r	here	0.0	[0, 0]
00109151-r	there	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00109461-r	there	0.0	[0, 0, 0, 0, 0]
00110414-r	meekly	-20.0	[-20.0]
00110533-r	indoors	0.0	[0]
00110533-r	inside	0.0	[0]
00110659-r	outside	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
00110815-r	within	0.0	[0, 0, 0, 0]
00111609-r	most	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0]
00112009-r	most	0.0	[0, 0, 0, 0, 0.0, 0, 0, 0, 0]
00113082-r	other than	0.0	[0]
00113818-a	angry	-56.5	[-64.0, -64.0, -34.0, -64.0]
00114797-a	black	-64.0	[-64.0]
00115554-r	rather	0.0	[0.0, 0, 0]
00116588-r	together	0.0	[0, 0, 0]
00116791-r	together	0.0	[0.0, 0, 0, 0, 0, 0]
00117620-r	then	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00117620-r	and then	0.0	[0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00117620-r	and so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0]
00117903-r	then	0.0	[0, 0, 0, 0, 0, 0]
00117985-v	remain	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00118032-r	then	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00118363-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00118869-r	once	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00118965-r	once	0.0	[0, 0, 0]
00119139-r	though	0.0	[0, 0, 0, 0, 0, 0]
00119578-r	at the same time	0.0	[0, 0]
00119578-r	but then	0.0	[0]
00119578-r	then again	0.0	[0.0]
00119578-r	on the other hand	0.0	[0, 0]
00120202-n	spring	0.0	[0.0]
00120202-n	leap	0.0	[0.0]
00120316-v	make	0.0	[0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00120796-v	have	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00120796-v	get	0.0	[0.0]
00121046-v	have	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
00121135-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
00125289-v	roll	0.0	[0]
00125841-v	grow	0.0	[0.0, 0, 0]
00125841-v	turn	0.0	[0]
00127531-n	best	64.0	[64.0]
00127948-a	next	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00142917-a	unarmed	0.0	[0]
00144722-r	surely	12.5	[34.0, 34.0, 34.0, 0.0, 0.0, 20.0, 0, 0, 0, 0, 27.0, 1.0]
00144722-r	certainly	20.125	[34.0, 34.0, 34.0, 64.0, 34.0, 0.0, 20.0, 20.0, 0, 0, 0, 20.0, 0, 0, 20.0, 15.0, 45.0, 34.0, 0, 0, 30.0, 0.0, 20.0, 59.0]
00145147-v	round	0.0	[0, 0]
00145713-r	enough	0.0	[0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00146387-r	ever	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0]
00146594-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00146763-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
00146926-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00147272-r	so	0.0	[0, 0, 0, 0, 0]
00147815-v	fall	0.0	[0, 0, 0, 0]
00148078-a	cunning	-39.0	[-34.0, -34.0, -34.0, -34.0, -34.0, -64.0]
00148078-a	crafty	-34.0	[-34.0]
00149510-r	actually	0.0	[0, 0, 0, 0, 0]
00149510-r	really	0.0	[0, 0, 0]
